StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q48,Q1,Q1,Q2,Q3,Q4,Q5,Q6,Q9,Age of acquisition,Q19_1,Q19_2,Q19_3,Q19_4,Age of arrival,Q21-months,Length of residence,Q21,Q23,Percentage of L1 usage,Percentage of L2 usage,Q50,1_Q59,2_Q59,3_Q59,4_Q59,5_Q59,6_Q59,7_Q59,8_Q59,9_Q59,10_Q59,11_Q59,12_Q59,13_Q59,14_Q59,15_Q59,16_Q59,17_Q59,18_Q59,19_Q59,20_Q59,21_Q59,22_Q59,23_Q59,24_Q59,25_Q59,26_Q59,27_Q59,28_Q59,29_Q59,30_Q59,31_Q59,32_Q59,33_Q59,34_Q59,35_Q59,36_Q59,37_Q59,38_Q59,39_Q59,40_Q59,41_Q59,42_Q59,43_Q59,44_Q59,45_Q59,46_Q59,47_Q59,48_Q59,49_Q59,50_Q59,Q63,1_Q175,2_Q175,3_Q175,4_Q175,5_Q175,6_Q175,7_Q175,8_Q175,9_Q175,10_Q175,11_Q175,12_Q175,13_Q175,14_Q175,15_Q175,16_Q175,17_Q175,18_Q175,19_Q175,20_Q175,21_Q175,22_Q175,23_Q175,24_Q175,25_Q175,26_Q175,27_Q175,28_Q175,29_Q175,30_Q175,31_Q175,32_Q175,33_Q175,34_Q175,35_Q175,36_Q175,37_Q175,38_Q175,39_Q175,40_Q175,41_Q175,42_Q175,43_Q175,44_Q175,45_Q175,46_Q175,47_Q175,48_Q175,49_Q175,50_Q175,Q22,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,L2 proficiency score,GJT score,,,,,,,,,,,,,,
45599.62678,45599.64233,IP Address,137.22.46.148,100,1342,TRUE,45599.64233,R_5eIWwke3z5S1XHU,,,,,39.1097,-95.0877,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,female,27,"Volgograd, Russia",N/A,N/A,college,Russian,8,In another language,In another language,In another language,Not applicable,26,12,1,1 year,No,0.6,0.4,I am ready to begin the experiment.,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Yes!,to discuss,so that I can,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,not having been,nor did,is not concerned,faster so,should,somebody else’s,hardly,provided that,18,88,,,,,,,,,,,,,,
45599.82013,45599.83144,IP Address,99.155.186.163,100,976,TRUE,45599.83145,R_3RfmTz8hMvMD11u,,,,,39.0831,-94.5853,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,Female,26,"Lugo, Spain",Grad school ,Social work ,N/a,"Spanish, Galician ",6,In another language,In another language,"In English,In another language",In English,23,41,3.416666667,3 years and 5 (??) months ,No,0.16,0.25,I am ready to begin the experiment.,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,he has not been,nor did,is not concerned,faster so,should,somebody else’s,hardly,provided that,18,90,,,,,,,,,,,,,,
45599.82264,45599.83339,IP Address,153.33.237.22,100,928,TRUE,45599.83339,R_6DSOdoaN9IlqaUT,,,,,38.9337,-95.239,anonymous,EN,,Let's get started!,Female,22,"Lviv, Ukraine",PhD,PhD - Slavic Linguistics,N/A,Ukrainian,6,In another language,In another language,In English,In English,20,27,2.25,2 years and 3 months,No,0.2,0.8,I am ready to begin the experiment.,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,did not find,closely to winning,he was,it to be,whether,we all,he has not been,nor did,is not concerned,faster so,should,somebody else’s,hardly,provided that,15,88,,,,,,,,,,,,,,
45600.01479,45600.02936,IP Address,64.189.134.27,100,1258,TRUE,45600.02938,R_1JkJvOtwKhkVn2g,,,,,38.9602,-95.2489,anonymous,EN,,Let's get started!,Non Binary,18,"Topeka, United States ",Undergraduate student ,BA- Criminal justice and Psychology ,N/a,2,8,In English,In English,In English,Not applicable,,216,18,My whole life,N/a,0.45,0.55,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,I am ready!,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss about,so that I could,can't she ever,most,of which,yet,did not find,close to winning,he was,it to be,whether,we all,he has not been,nor did,is not concerned,so fast that,should,somebody else’s,hardly,provided that,15,79,,,,,,,,,,,,,,
45600.45344,45600.46465,IP Address,172.59.224.41,100,968,TRUE,45600.46466,R_6Kv8Q1qedK6sPos,,,,,39.7388,-104.9868,anonymous,EN,,Let's get started!,F,35,Russia,PhD program,PhD - Slavic languages,N/A,Russian,15,In another language,In another language,In English,In English,25,120,10,10 years,N/A,0.2,0.8,I am ready to begin the experiment.,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,"he is	",it to be,either,we all,not having been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,18,93,,,,,,,,,,,,,,
45600.69682,45600.71234,IP Address,66.45.157.38,100,1340,TRUE,45600.71234,R_5kUxy75GDrJBFVn,,,,,39.0357,-95.195,anonymous,EN,,Let's get started!,Female,26,"Crans, France",PhD student,PhD Linguistics,N/A,French,11,In another language,In another language,In English,In English,25,15,1.25,1 year and 3 months,"Wales (9 months), Canada (1 year)",0.1,0.9,I am ready to begin the experiment.,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,that I could,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,not having been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,19,94,,,,,,,,,,,,,,
45600.69052,45600.71405,IP Address,129.237.90.176,100,2033,TRUE,45600.71406,R_6fKkshBUOe5Xtoz,,,,,38.9683,-95.2695,anonymous,EN,,Let's get started!,female,30,"Yokohama, Japan",Graduate student (PhD),PhD in Linguistics,N/A,Japanese,12,In another language,In another language,In another language,In English,20,74,6.166666667,6 years and 2 months,"London, UK (3 weeks); Vancouver, Canada (1 month)",0.3,0.7,,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,was he,it to be,whether,we all,not having been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,20,85,,,,,,,,,,,,,,
45600.76262,45600.77806,IP Address,24.225.111.35,100,1334,TRUE,45600.77807,R_5yk0Ita0nCHWRTc,,,,,39.0357,-95.195,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,Male,29,"Goychay, Azerbaijan",Graduate Student,MA/PhD Slavic Studies,N/A,"Russian, Azerbaijani",5,In another language,In another language,In English,In English,18,135,11.25,11 years 3 months,N/A,0.3,0.7,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss,so that I could,can't she ever,most,of which,yet,found,close to winning,"he is	",it to be,whether,we all,not having been,nor did,is not concerned,"as fast as	",should,somebody else’s,hardly,provided that,19,98,,,,,,,,,,,,,,
45601.61751,45601.63159,IP Address,172.58.57.5,100,1216,TRUE,45601.6316,R_1RaFgTzpqhV9Fqr,,,,,39.7321,-104.9555,anonymous,EN,,Let's get started!,Male,22,Indonesia,Undergraduate-seniors ,Aerospace Engineering ,N/A,Indonesian ,5,In another language,In English,In English,In English,20,24,2,2 years ,2 years ,0.2,0.8,I am ready to begin the experiment.,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,to discuss about,so that I can,can't she ever,most,which,yet,finding,close to winning,he was,it to be,either,we all,his not being,nor did,is not concerned,so fast that,might,somebody’s else,hardly,provided that,10,56,,,,,,,,,,,,,,
45601.79479,45601.81385,IP Address,166.194.131.180,100,1647,TRUE,45601.81387,R_35sZt3MTzGEQDp7,,,,,41.871,-87.6289,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,Female,24,"Srinagar, Kashmir ",Undergraduate student - junior,BA Psychology ,N/A,"English, Kashmiri, Urdu, and Hindi",5,"In English,In another language",In English,In English,Not applicable,22,26,2.166666667,2 years and 2 months,N/A,0.8,0.9,I am ready to begin the experiment.,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Yes!,discussing about,so that I could,can't she ever,most,of that,yet,found,close to winning,"he is	",it to be,whether,we all,not having been,nor did,does not concern,"as fast as	",should,somebody else’s,hardly,provided that,16,83,,,,,,,,,,,,,,
45602.00583,45602.03907,IP Address,64.189.135.54,100,2872,TRUE,45602.03909,R_6O6VxKT3eWiaKHa,,,,,38.9602,-95.2489,anonymous,EN,"I confirm that I am at least 18 years old, have read this Informed Consent Form, accept its terms and conditions, and agree to participate in this study voluntarily.",Let's get started!,Male,25,"Seoul, Republic of Korea",undergraduate student - junior,"BE - Artificial Intelligence, BA - Economics",N/A,Korean,6,In another language,In another language,In another language,"In another language,Not applicable",24,3,0.25,3 months,India - 8 months,0.0125,0.125,I am ready to begin the experiment.,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,I am ready!,Grammatical,Grammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Ungrammatical,Grammatical,Grammatical,Grammatical,Ungrammatical,Grammatical,Yes!,to discuss about,so that I could,can't she ever,most,of that,yet,found,close to winning,he was,it to be,between,all we,he has not been,nor did,is not concerned,so fast that,might,somebody else’s,hardly,provided that,12,82,,,,,,,,,,,,,,
